text	label	clean_text
"A Day In The Life Of A Chronic Pain Sufferer.  By Me.

PLAN: Go to Halloween store. 🎃

ACTUAL: Watch Netflix and end up crying because you're in too much pain to go to the Halloween store. Again. 

#Fibromyalgia
#ChronicPain 
#Depressed"	1	day life chronic pain sufferer plan go halloween store actual watch netflix end cry much pain go halloween store
She’s happy. But that was the goal no matter the cost. #Alone #depression #depressed #shelied #ibelieveher	1	happy goal matter cost
Used to be #depressed and #suicidal but #cannabis cured me and helped me reconnect with #God. Stop the stigma. #bekind #WorldMentalHealthDay #MedicalCannabis #Christianity #proud	1	used cured helped reconnect stop stigma
Wtf gonna keep this layout till i find a new one #Depressed #SAd #Offingmyslelf	1	wtf gon na keep layout till find new one
I spend a few hours on the computer a day lately. The last 2 days I've been on, I've just sat here doing frig all. I try hard not to think about the things I can't do (&amp; focus on what I CAN do), but I don't think it's working too well. #MS #Depressed	1	spend hour computer day lately last 2 day sat frig try hard think thing focus think working well
Do you ever lose your motivation for everything you used to love and just feel empty inside? 😔 #depressed	1	ever lose motivation everything used love feel empty inside
Hating myself more than normal tonight. My support circle is becoming a dot. The grass might actually be greener. #suicide #depression #mentalhealth #anxiety #sad #suicideprevention #love #mentalhealthawareness #depressed #mentalillness #suicidal #death #help #sadness #alone	1	hating normal tonight support circle becoming dot grass might actually greener
Ugh I f*cking miss you 😢 #depressed #lonely #youcheater	1	ugh f cking miss
"Do you ever feel like everyone even the world is against you? That's so painful and depressing. 
#pain #depressed #depression #me #sad #me #against #the #world"	1	ever feel like everyone even world painful depressing
"Sometimes you hurt yourself so much by just explaining the truth and convincing them coz they are so precious to you and you don't want them to leave but in the end they still misunderstand you٫ congratulations spawn of satan ٫ now you have insomnia 
#depressed #insomnia"	1	sometimes hurt much explaining truth convincing coz precious want leave end still misunderstand congratulation spawn satan insomnia
erana coming back to twitter legit made me so happy i was so #depressed #sad #crying #abouttokalemys but now im fresh again kosto ogm	1	erana coming back twitter legit made happy im fresh kosto ogm
"Why or what is life #life I believe that's a question all #depressed people ask themself. So I decided to post this to ask #Twitter  #Comunity  
Is it ?#MONEY #family #WorldMentalHealthDay #embracer  Comment your answere down below

#share  #Like #FolloMe"	1	life believe question people ask themself decided post ask comment answere
Going home from uni because I’m #depressed	1	going home uni
I've devolved into staying up until dawn and waking up when the sun is going down. I'm the world's most depressed vampire. Maybe I should audition for What We Do In The Shadows? #depressed	1	devolved staying dawn waking sun going world depressed vampire maybe audition shadow
"anxiety makes you feel like everyone is your enemy 

#depressed #sad #hurt #suicidal"	1	anxiety make feel like everyone enemy
"Well, I had to get a pt job due to low book sales not supplementing finances enough. I start today. 
#depressed"	1	well get pt job due low book sale supplementing finance enough start today
Last day in Disney. #depressed	1	last day disney
I bought the Glitchpop Phantom skin, been losing ranked all Sunday and all of today because of smurfs but I can't stop playing 😭 this is was addiction to skins looks like! #feelsbad #VALORANT #gamer #ranked #depressed	1	bought glitchpop phantom skin losing ranked sunday today smurfs stop playing addiction skin look like
"I wish I was enough

#heartbroken #love #cheating #stupid #Choices #Alone #Broken #Sad #hurt #breakup #stress #depressed #relationships"	1	wish enough
going to school… #depressed #brocken #sad	1	going school
Feeling #depressed	1	feeling
got #strepthroat feelin #depressed	1	got feelin
Woke up #depressed then I listen to @whoiskear music and feel #better	1	woke listen music feel
wow what a week i get diagnosed with depression and my dad died #depressed #fatherless	1	wow week get diagnosed depression dad died
me and my friend chilling in a call while im stress farming #girlboss #childe #emo #depressed	1	friend chilling call im stress farming
Spending money I don’t have because I’m #depressed 🤩	1	spending money
i dunno why but i notice people kept saying that i’m fake at work, like i’m different “off work”. what the fk does that even mean?😒 #wtf #toxic #depressed	1	dunno notice people kept saying fake work like different work fk even mean
"The only thing I wish was to let go of the pain I have inside. Dark Thoughts rushing through my mind when I'm alone. The thought of a knife touching my skin. But yet, I love life enough to know what is on the other side of pain..

#depressed #unsuccesful #sad #grateful #tho"	1	thing wish let go pain inside dark thought rushing mind alone thought knife touching skin yet love life enough know side pain
Time is a fortune teller, l have a German Shepard house pet. Sweet thing she is, l don't have time to feel sorry for myself bc life is being cruel to me; l'm too busy vacuuming and dusting; yeah me! #mondaythoughts   #TruthBeTold #depressed #depression	1	time fortune teller l german shepard house pet sweet thing l time feel sorry bc life cruel l busy vacuuming dusting yeah
"It's very hard to be a rcb fan
#depressed"	1	hard rcb fan
i couldnt finish vanitas in time for mk stream so. i am sad. #depressed.	1	couldnt finish vanitas time mk stream sad
"My weekend:

Microwave broke which also means no cooking on the stove because it’s connected to the fan

My @NespressoUSA is leaking and trying to fix that

My beloved Thor fur baby is injured and trying to take care of that

Last week of classes

Pray for my sanity #depressed"	1	weekend microwave broke also mean cooking stove connected fan leaking trying fix beloved thor fur baby injured trying take care last week class pray sanity
"But these scars are not removable
But I am
No that’s the depression eating at me
I deserve to live
I just need to make a shift
My heart is scarred
My peers left a mark that can never be erased
Made me feel like a waste
#depressed"	1	scar removable depression eating deserve live need make shift heart scarred peer left mark never erased made feel like waste
I need the most eye rolling legs shaking hand gripping sheets heaven seeing toes curling watery eyes type head 😔 #depressed #Nohead	1	need eye rolling leg shaking hand gripping sheet heaven seeing toe curling watery eye type head
need help..... i think i cant take it any longer. #needhelp #depression #depressed  plsssss anyone i really need help	1	need help think cant take longer plsssss anyone really need help
i think i should make a spam/alt acc because i have a lot on my mind to say #brocken #depressed /j	1	think make spam alt acc lot mind say j
"In the studio-
#unsignedartist #studio #artist #ArtistOfTheMonth #ArtistOnTwitter #music #rawireviews #talent #uknow #ViewOnceIt #Views #youtube #depressed #sad #LOLA #instagramdown #instagram #snapchatteen #snapchat #fucklove #lol #YoungLions #youngteengirl #boys #sadboy #loveme"	1	studio
"Drop a Positive Comment under this tweet.

#Depressed"	1	drop positive comment tweet
just watched the first episode of to ur eternity dhmu #depressed	1	watched first episode ur eternity dhmu
"Why so many people unf 😔

#brocken #depressed"	1	many people unf
"Sometimes in life you just have to accept things and move on. 
#movingon #life #sad #depressed"	1	sometimes life accept thing move
